[2026-03-16 12:14:52] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":108,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(108): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:17:03] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":107,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(107): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:17:04] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":107,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(107): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:17:04] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":107,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(107): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:17:04] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":107,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(107): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:18:59] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":114,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(114): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:19:00] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":114,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(114): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:19:01] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":114,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(114): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:19:01] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":114,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(114): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:19:19] [ERROR] IP: ::1 | GET /opica/admin.php | Message: Exception: Table 'opica_db.support_requests' doesn't exist | Context: {"file":"C:\\xampp\\htdocs\\opica\\admin.php","line":114,"trace":"#0 C:\\xampp\\htdocs\\opica\\admin.php(114): mysqli->query('SELECT id, name...')\n#1 {main}"}
[2026-03-16 12:24:21] [INFO] IP: ::1 | POST /opica/login.php | Message: User Action: user_login | Context: {"user_id":1,"email":"adrianuslacus@gmail.com","ip":"::1"}
[2026-03-16 12:26:34] [INFO] IP: ::1 | GET /opica/logout.php | Message: User Action: Logout | Context: {"user_id":1,"message":"User logged out"}
